company_id,company_name,hq_addr1,hq_addr2,hq_locality,hq_region,hq_postal_code,hq_country,website,industry,company_size
,Digital Equipment Corporation Israel,,,,,,,,,
1078467,Ort Singalovsky college,,,,,,,http://c3.ort.org.il/Apps/WW/Page.aspx?ws=4ed09703-8210-4492-a86a-128c1b9822b3&page=d619050b-d5f3-4c09-a08b-753664ce3f16,Design,501-1000 employees
,Corrigent Systems,,,,,,,,,
,Leumi Card,,,,,,,,,
,ITmax,,,,,,,,,
,Klarna AB,,,,,,,,,
,KMS lighthouse,,,,,,,,,
,BluePhoenix Solutions,,,,,,,,,
628832,The Israeli Phoenix,,,,,,,http://www.fnx.co.il,Insurance,1001-5000 employees
,MassChallenge,,,,,,,,,
577796,Vermont Center for Emerging Technologies,,,,,,,http://www.vermonttechnologies.com,Management Consulting,11-50 employees
,Blirp It Inc,,,,,,,,,
,University of Vermont,,,,,,,,,
,89 North,,,,,,,,,
,Project Krypton (Snoox.com),,,,,,,,,
,Cent2Cent,,,,,,,,,
,Xact Soft,,,,,,,,,
92665,Mizrahi-Tefahot Bank,,,,,,,,Banking,1001-5000 employees
,Xact Soft Ltd.,,,,,,,,,
1294085,GoPlanit,,,,,,,http://,Internet,
,AdsMarket,,,,,,,,,
58812,ELDA,,,,,,,,Information Technology and Services,11-50 employees
,NeWay Technologies,,,,,,,,,
,EBIZ TECHNOLABS,,,,,,,,,
,doth solutions,,,,,,,,,
,Rutuja Creation,,,,,,,,,
,Successcraft Solutions Pvt Ltd.,,,,,,,,,
,Byte Technosys Pvt. Ltd.,,,,,,,,,
,StarTau Tel Aviv University,,,,,,,,,
,Kryon Systems,,,,,,,,,
,Voyant Health,,,,,,,,,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,DG,,,,,,,,,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,Enghouse Interactive (CosmoCom),,,,,,,,,
,Qrity,,,,,,,,,
,Hacktics,,,,,,,,,
,Ness TSG,,,,,,,,,
26491,Infogate Online,,,,,,,,Computer Software,11-50 employees
,Gizmoz Ltd.,,,,,,,,,
,Tangram Soft LTD,,,,,,,,,
,888 Holdings,,,,,,,,,
,Dragonplay,,,,,,,,,
,mPrest,,,,,,,,,
,Bink Financial Innovation,,,,,,,,,
,Algotec,,,,,,,,,
,CodeValue,,,,,,,,,
,Technion,,,,,,,,,
,restart - IT services & Web development,,,,,,,,,
,NESS,,,,,,,,,
,InnoVAD Solutions Ltd.,,,,,,,,,
,SenseGon,,,,,,,,,
,RiT Technologies,,,,,,,,,
,WebPick Internet Holdings Ltd.,,,,,,,,,
,IBM Canada Ltd.,,,,,,,,,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,for-each,,,,,,,,,
,E&M Computing,,,,,,,,,
,GlassHouse Technologies,,,,,,,,,
,Shaker,,,,,,,,,
2259509,ProfIT LTD,,,,,,,http://www.prof-i-t.co.il/,Information Technology and Services,1-10 employees
,CA Technologies,,,,,,,,,
,SocialClicks,,,,,,,,,
,Enghouse Interactive,,,,,,,,,
,CosmoCom,,,,,,,,,
,Symantec,,,,,,,,,
,Teva Pharmaceutical Industries Ltd.,,,,,,,,,
,VideoType | Animation Studio,,,,,,,,,
,Ceragon Networks,,,,,,,,,
,Fiverr (Fiverr.com),,,,,,,,,
,Fundtech Ltd.,,,,,,,,,
17523,Sphera,,,,,,,http://www.sphera.com,Computer Software,51-200 employees
,IDC,,,,,,,,,
109993,colmobil,,,,,,,,Import and Export,501-1000 employees
,Gemalto,,,,,,,,,
93074,Metalogic,,,,,,,,Information Technology and Services,1-10 employees
,ooVoo,,,,,,,,,
,"DoubleVerify, Inc",,,,,,,,,
1602930,Eurocom Digital Communications,,,,,,,http://www.eurocomdc.co.il,Consumer Electronics,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,CET,,,,,,,,,
,Netformx,,,,,,,,,
,Silvaco,,,,,,,,,
,Mentor Graphics,,,,,,,,,
,Motorola Semiconductor,,,,,,,,,
,Hello Doctor Ltd.,,,,,,,,,
,Risotech,,,,,,,,,
,Worldcom International Communication,,,,,,,,,
,Rutel - Armenia,,,,,,,,,
,DoNanza,,,,,,,,,
,Liba-Hi tech recruitment,,,,,,,,,
,Bar Ilan University- Eshkol Rafaeli's (Ph.D) Affect & Realtionship Lab,,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
,xRefunds,,,,,,,,,
,Kenshoo,,,,,,,,,
,Pluralis,,,,,,,,,
2929577,Tutit Ltd,,,,,,,http://www.tutit-soft.co.il,Information Technology and Services,11-50 employees
,VideoCells,,,,,,,,,
,Paz Oil Company,,,,,,,,,
,Linkury,,,,,,,,,
,DODSoft,,,,,,,,,
,Exzac,,,,,,,,,
,Gilon,,,,,,,,,
140623,Ananey communications,,,,,,,http://www.ananey.com,Media Production,11-50 employees
,Retalix,,,,,,,,,
,Neo Quest,,,,,,,,,
,WeFi,,,,,,,,,
,Whitebox Security,,,,,,,,,
,Datorama,,,,,,,,,
16792,Pixel,,,,,,,,Computer Software,11-50 employees
146169,Nolio,,,,,,,http://www.noliosoft.com,Computer Software,11-50 employees
,Leverate,,,,,,,,,
,Balagurpo,,,,,,,,,
2142796,Digital Field Theory Llc,,,,,,,http://www.buzzerbeater.com,Internet,Myself Only
,Tel Aviv Stock Exchange,,,,,,,,,
,Gamaday,,,,,,,,,
124528,VNC,,,,,,,,Computer Software,11-50 employees
,poccaDot,,,,,,,,,
,Arview Holdings,,,,,,,,,
,IRSA - Inversiones y Representaciones S.A.,,,,,,,,,
,Totes2Promote,,,,,,,,,
,Juniper Networks,,,,,,,,,
,Discount Bank,,,,,,,,,
,Netcom (Malam-Team),,,,,,,,,
,Better Place,,,,,,,,,
,Lipman,,,,,,,,,
,enlocked,,,,,,,,,
,Tangram-Soft,,,,,,,,,
,Taboola,,,,,,,,,
,Markets Pulse,,,,,,,,,
164833,Mamram,,,,,,,,Computer Software,"10,001+ employees"
,Fortscale,,,,,,,,,
46409,Elron,,,,,,,,Computer Software,11-50 employees
,Openbucks,,,,,,,,,
,PayPal,,,,,,,,,
681502,Magma venture partners,,,,,,,http://www.magmavc.com,Venture Capital & Private Equity,11-50 employees
694064,ono academic college,,,,,,,http://www.ono.ac.il,Education Management,201-500 employees
,EL AL,,,,,,,,,
1251030,ParagonEX,,,,,,,http://www.paragonex.com,Financial Services,11-50 employees
,TACT,,,,,,,,,
,Think Testing,,,,,,,,,
,Magnet Development,,,,,,,,,
,Pilat Media,,,,,,,,,
,Oracle Israel,,,,,,,,,
,Pro-Files,,,,,,,,,
,Nisha Group,,,,,,,,,
,AppCard,,,,,,,,,
,IncrediLand,,,,,,,,,
,AgileSparks,,,,,,,,,
,Oberon-Media,,,,,,,,,
2512953,Medulla.,,,,,,,http://www.medulla.co.il,Human Resources,1-10 employees
,McKesson,,,,,,,,,
,IPS-Hi-Tech Human Resources,,,,,,,,,
,Innovid,,,,,,,,,
,"Xenao Games, LLC",,,,,,,,,
,Clip in Touch,,,,,,,,,
102931,Knocka.TV,,,,,,,,Computer Software,11-50 employees
,Link2Geek (Sivan Avihud Ltd.),,,,,,,,,
,EasyHi,,,,,,,,,
,PageOnce,,,,,,,,,
,Comwise,,,,,,,,,
,EMDA group,,,,,,,,,
,Madeira(at 5min),,,,,,,,,
,Valinor LTD,,,,,,,,,
,Couchbase,,,,,,,,,
,Yahoo! Inc,,,,,,,,,
17260,AppStream,,,,,,,,Computer Software,11-50 employees
,Proper Development,,,,,,,,,
,TripleTech IT Solutions,,,,,,,,,
131047,Peroon,,,,,,,,Computer Software,11-50 employees
,JobInfo,,,,,,,,,
80598,Castro,,,,,,,,Retail,1001-5000 employees
1416794,Technospin,,,,,,,http://www.tswind.com,Oil & Energy,
,Matrix - Formula Group,,,,,,,,,
,Next-In,,,,,,,,,
2784161,Datablock,,,,,,,http://datablock.net,Information Technology and Services,1-10 employees
,AOL Video (5min),,,,,,,,,
,Odysii,,,,,,,,,
102931,Knocka.TV,,,,,,,,Computer Software,11-50 employees
17523,Sphera,,,,,,,http://www.sphera.com,Computer Software,51-200 employees
,Made4net,,,,,,,,,
,OptiTex,,,,,,,,,
,Evolven Software,,,,,,,,,
1551880,SeatQuest,,,,,,,http://,Computer & Network Security,
,KDS Graphics,,,,,,,,,
,Creative Digital Studio,,,,,,,,,
,Apparent Ltd,,,,,,,,,
,The AOL On Network,,,,,,,,,
9266,Addwise,,,,,,,,Internet,51-200 employees
,AOL/ 5min,,,,,,,,,
,Amdocs (Israel) Ltd.,,,,,,,,,
,Execute,,,,,,,,,
,Kaltura,,,,,,,,,
,RayV,,,,,,,,,
102931,Knocka.TV,,,,,,,,Computer Software,11-50 employees
109452,Vario,,,,,,,http://www.vario.co.il,Computer Software,11-50 employees
,Matomy Media Group,,,,,,,,,
,BeeTV,,,,,,,,,
1546379,HIT - Holon Institute of Technlogy,,,,,,,http://,Information Technology and Services,
,autonomous,,,,,,,,,
,"SilkRoad technology, inc.",,,,,,,,,
,InterAct Public Safety Systems,,,,,,,,,
,Forsyth Technical Community College,,,,,,,,,
,Barefoot Landing,,,,,,,,,
7088,House of Blues,,,,,,,,Entertainment,1001-5000 employees
,SilkRoad Equity,,,,,,,,,
,SolidSpace,,,,,,,,,
,"MissionMode Solutions, Inc.",,,,,,,,,
,SilkRoad technology,,,,,,,,,
,Rotary International,,,,,,,,,
,Salem Capital,,,,,,,,,
,Wake Forest University,,,,,,,,,
,Lincoln Park Zoo (Chicago),,,,,,,,,
96111,St. John's Northwestern Military Academy,1101 Genesee Street,,Delafield,Wisconsin,53018,United States,http://www.sjnma.org,Primary/Secondary Education,51-200 employees
3758,University of North Carolina,,,,,,,,Higher Education,1001-5000 employees
,Winston-Salem Warthogs,,,,,,,,,
,Summit School,,,,,,,,,
7088,House of Blues,,,,,,,,Entertainment,1001-5000 employees
14229,Museum of Science,,,,,,,http://www.mos.org,Museums and Institutions,201-500 employees
,Avid Solutions Inc.,,,,,,,,,
33676,Primo Water Corporation,104 Cambridge Plaza Drive,104 Cambridge Plaza Drive,Winston-Salem,North Carolina,27106,United States,,Consumer Goods,11-50 employees
,Illinois Institute of Technology (IIT),,,,,,,,,
,CA,,,,,,,,,
,Viant,,,,,,,,,
,Eprise,,,,,,,,,
24288,Parlano,,,,,,,,Computer Software,11-50 employees
,Aston Brooke Software,,,,,,,,,
7287,Neoforma,,,,,,,,Information Technology and Services,201-500 employees
,"Bluestone Software, Inc.",,,,,,,,,
5501,Chicago Board of Trade,,,,,,,,Financial Services,501-1000 employees
,University of Chicago,,,,,,,,,
27266,Winston-Salem State University,,,,,,,,Higher Education,501-1000 employees
,Computer Associates,,,,,,,,,
23949,Shedd Aquarium,,,,,,,http://www.sheddaquarium.org,Museums and Institutions,201-500 employees
35039,Memco,,,,,,,,Computer Software,51-200 employees
20370,Logic Works,,,,,,,,Computer Software,51-200 employees
19058,Locus Computing Corporation,,,,,,,,Computer Software,51-200 employees
5031,Platinum Technology,,,,,,,,Computer Software,1001-5000 employees
163540,Eagle River Interactive,,,,,,,,Internet,51-200 employees
,Boston Market,,,,,,,,,
,Intouch corporation,,,,,,,,,
,"Time Warner, Inc.",,,,,,,,,
2648,University of Illinois,,,,,,,,Higher Education,"10,001+ employees"
,BAE Investments and Workshop,,,,,,,,,
,The Business Catapult,,,,,,,,,
,"WeMeUs, Inc.",,,,,,,,,
,Blue: The Business Network (DallasBlue),,,,,,,,,
,Verizon Wireless,,,,,,,,,
,AWD,,,,,,,,,
,Tangram Soft,,,,,,,,,
,Teva Pharmaceuticals,,,,,,,,,
,IBM Software Lab,,,,,,,,,
,Jacada,,,,,,,,,
,plan b creative team,,,,,,,,,
,Music,,,,,,,,,
,5min Media,,,,,,,,,
,Madeira,,,,,,,,,
971054,Professional Association for SQL Server,,,,,,,http://www.sqlpass.org,Computer Software,11-50 employees
,Nichols College,,,,,,,,,
,Brandeis University,,,,,,,,,
,ASME,,,,,,,,,
,McGraw-Hill,,,,,,,,,
,UNIVentures,,,,,,,,,
,International Paper,,,,,,,,,
,International Paper do Brazil,,,,,,,,,
,TXU,,,,,,,,,
,British Petroleum,,,,,,,,,
2661,California Department of Transportation,,,,,,,,Civil Engineering,"10,001+ employees"
,Department of Defense,,,,,,,,,
4571,Titan Corporation,11955 Freedom Drive,,Reston,VA,20190,United States,http://www.l-3com.com,Defense & Space,"10,001+ employees"
,PPL,,,,,,,,,
,PPL Montana,,,,,,,,,
,We Energies,,,,,,,,,
,Simmons College,,,,,,,,,
,Bayer,,,,,,,,,
,Virtual Access Networks,,,,,,,,,
,University of Kent,,,,,,,,,
,ARC Advisory Group,,,,,,,,,
23630,Process Software,,,,,,,,Computer Software,51-200 employees
,Management Sciences for Health,,,,,,,,,
,Comda,,,,,,,,,
,VIS at Verint,,,,,,,,,
,Orsus Solutions (Privately Held),,,,,,,,,
,Amdocs R&D,,,,,,,,,
,Dialog - Consulting for Human Resources,,,,,,,,,
,Propel HR and Recruitment,,,,,,,,,
,VMware,,,,,,,,,
,Intentia,,,,,,,,,
,CBT Institute of Israel,,,,,,,,,
,JATO Dynamics,,,,,,,,,
,Plexus (israel) (was e2e),,,,,,,,,
,Bapp,,,,,,,,,
142573,"E-Control Systems, Inc.",,,,,,,,Computer Networking,
,zone1,,,,,,,,,
,Qlipso,,,,,,,,,
38006,Tapuz,,,,,,,,Internet,51-200 employees
,LogoUI,,,,,,,,,
,CTWare,,,,,,,,,
,Aeronautics / KCS,,,,,,,,,
,Log-On,,,,,,,,,
,888,,,,,,,,,
,CloudOn,,,,,,,,,
,WIX,,,,,,,,,
44255,DataSafe,,,,,,,http://www.datasafe.co.il,Information Technology and Services,201-500 employees
17523,Sphera,,,,,,,http://www.sphera.com,Computer Software,51-200 employees
,EL AL Israel Airlines,,,,,,,,,
,Diffdoof,,,,,,,,,
,HOT,,,,,,,,,
163742,Executive Search,,,,,,,,Staffing and Recruiting,501-1000 employees
,x2line,,,,,,,,,
44107,Extreme Technologies,,,,,,,,Information Technology and Services,51-200 employees
,Asian Centre for Consulting Excellence,,,,,,,,,
116118,Gaggle International,,,,,,,,Management Consulting,11-50 employees
,Philips Consumer Electronics,,,,,,,,,
,Nokia Telecom Corporation,,,,,,,,,
,Convex Computer Inc.,,,,,,,,,
,ICS Interlink Inc. USA,,,,,,,,,
,Hunter Executive Placement,,,,,,,,,
,BMBY Software Systems,,,,,,,,,
,Gugin,,,,,,,,,
,The Cambridge Strategy Asset Management company,,,,,,,,,
,DIS Danish Institute for study Abroad,,,,,,,,,
,International School of Management,,,,,,,,,
,CSC EMEA,,,,,,,,,
,CSC Scandinavia,,,,,,,,,
,PBS A/S,,,,,,,,,
,Verint Systems,,,,,,,,,
,Abot Reif Hameiri,,,,,,,,,
,Paradiso,,,,,,,,,
,Shaldor,,,,,,,,,
,OpenSource Inc.,,,,,,,,,
1342905,The Wadi,,,,,,,http://www.thewadi.com,Internet,
,eTeacher,,,,,,,,,
,IFN,,,,,,,,,
,Hug Your Customer,,,,,,,,,
,Reizend Circus,,,,,,,,,
,Expert Marketeer,,,,,,,,,
,Ecademy,,,,,,,,,
,Port4Growth,,,,,,,,,
,Vodafone Libertel,,,,,,,,,
,Isolectra,,,,,,,,,
,Tipalti,,,,,,,,,
455374,"HR Match, Inc.",,,,,,,http://www.hrmatch.com,Staffing and Recruiting,1-10 employees
,Neebula,,,,,,,,,
,Netvision,,,,,,,,,
,Yes Television,,,,,,,,,
,012 Golden Lines,,,,,,,,,
,AOL Israel,,,,,,,,,
,Made Finance,,,,,,,,,
,TEN - Top Executives Net (www.topexecutivesnet.com),,,,,,,,,
,Ecademy South America / Brazil,,,,,,,,,
,RSM Erasmus University,,,,,,,,,
,ESR Esramtech Ltd,,,,,,,,,
,SundaySky,,,,,,,,,
35812,DAZ Productions,224 South 200 West,#250,Salt Lake City,Utah,84101,United States,http://www.daz3d.com,Computer Software,51-200 employees
16097,Precise Software,,,,,,,,Computer Software,201-500 employees
,Easy Forex,,,,,,,,,
33618,Tadiran Communications,,,,,,,,Telecommunications,1001-5000 employees
,Panaya,,,,,,,,,
,GreenRoad,,,,,,,,,
,Radware,,,,,,,,,
24883,AxisMobile,,,,,,,,Telecommunications,11-50 employees
,Emblaze,,,,,,,,,
,Telemessage,,,,,,,,,
,Celltick,,,,,,,,,
23941,Qlusters,,,,,,,,Computer Software,11-50 employees
201882,Shidonni,,,,,,,http://www.shidonni.com,Computer Games,11-50 employees
,Geoservices,,,,,,,,,
,PerfAction Ltd.,,,,,,,,,
,Quintiles,,,,,,,,,
,Orca Interactive,,,,,,,,,
,SofTech,,,,,,,,,
,MWDN Ltd,,,,,,,,,
,Booz Allen Hamilton,,,,,,,,,
,MINT Software Technologies,,,,,,,,,
,Playtika,,,,,,,,,
,Teaching Webmaster course at John Bryce,,,,,,,,,
,ShieldLock,,,,,,,,,
,cartisbikur.co.il,,,,,,,,,
,PokeTalk,,,,,,,,,
,Nokia Siemens Networks,,,,,,,,,
,Amdocs Israel Inc.,,,,,,,,,
1152741,Scene53,,,,,,,http://www.scene53.com,Computer Games,11-50 employees
,Serendip Media,,,,,,,,,
,Biolink,,,,,,,,,
,Relevanti Media,,,,,,,,,
499123,Bizportal.co.il,,,,,,,http://www.bizportal.co.il,Marketing and Advertising,51-200 employees
,Log-On Software Ltd.,,,,,,,,,
,Afcon Software & Electronics,,,,,,,,,
,Tohnot.co.il,,,,,,,,,
82855,IPTelecom,,,,,,,,Internet,51-200 employees
,DoIT! SaaS Ltd,,,,,,,,,
,WE! Consulting Group,,,,,,,,,
,Team Computers,,,,,,,,,
6740,Zango,,,,,,,http://www.zango.com,Internet,201-500 employees
6741,Hotbar.com,,,,,,,,Internet,51-200 employees
,GixOO,,,,,,,,,
,DSP-IP,,,,,,,,,
,Roshumbo Games,,,,,,,,,
,Wintgra LTD,,,,,,,,,
,Go-Networks,,,,,,,,,
,JUNIPER,,,,,,,,,
,OPTIBASE,,,,,,,,,
,VCON,,,,,,,,,
,America Online,,,,,,,,,
,5min.com,,,,,,,,,
,Yes Telecom,,,,,,,,,
,WebCollage,,,,,,,,,
,Frontline PCB Solutions,,,,,,,,,
,Alexandria,,,,,,,,,
,Gilon BI,,,,,,,,,
24437,Gteko,,,,,,,,Computer Software,51-200 employees
,National Semiconductor,,,,,,,,,
,Everything.me,,,,,,,,,
,Leumi Bank,,,,,,,,,
,Tuval Computers,,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
,Bynet,,,,,,,,,
,SafePeak Technologies,,,,,,,,,
,Scepia,,,,,,,,,
,Experis,,,,,,,,,
,Nokia Siemens Networks / Motorola Networks,,,,,,,,,
,Motorola Solutions,,,,,,,,,
,Typemock,,,,,,,,,
,Bio-Rad Laboratories,,,,,,,,,
,Kyozou Inc,,,,,,,,,
,ClickSoftware,,,,,,,,,
,Ransys,,,,,,,,,
,Effectiva,,,,,,,,,
,AllJobs,,,,,,,,,
,Berlitz,,,,,,,,,
,Motorola Communications Israel Ltd,,,,,,,,,
,Niloos Software ltd,,,,,,,,,
,AddedValue,,,,,,,,,
,PureSight,,,,,,,,,
,Exlibris,,,,,,,,,
,TDNet,,,,,,,,,
,AlphaCSP,,,,,,,,,
63108,Direct Insurance,,,,,,,,Insurance,201-500 employees
,AlphaCSP (MalamTeam group),,,,,,,,,
,Advantech Technologies,,,,,,,,,
,Finotec,,,,,,,,,
102980,LADPC,,,,,,,,Information Technology and Services,501-1000 employees
,MKS Instruments,,,,,,,,,
1748492,Top-soft,,,,,,,http://www.top-soft.co.il,Computer Software,
,softvalley,,,,,,,,,
,CPSJOBS,,,,,,,,,
,MyRealFont,,,,,,,,,
,Brandsforce,,,,,,,,,
,iSkoot,,,,,,,,,
,Magic Software Enterprises France,,,,,,,,,
,Afek Systems,,,,,,,,,
,BMC Software,,,,,,,,,
,"SupportSpace, Ltd.",,,,,,,,,
,JumpTap,,,,,,,,,
,Orange,,,,,,,,,
37876,Sabratec,,,,,,,,Computer Software,11-50 employees
,Logica-IT,,,,,,,,,
,Jobnet,,,,,,,,,
203622,I-Com Mobile,,,,,,,http://www.icomobile.com/,Telecommunications,11-50 employees
,Shine,,,,,,,,,
,Berlitz Israel,,,,,,,,,
,Automation,,,,,,,,,
,AtHoc,,,,,,,,,
,JFrog - Home Of Artifactory & Bintray,,,,,,,,,
,AlphaCSP Java Experts,,,,,,,,,
,Effective IT group,,,,,,,,,
,CheckM8,,,,,,,,,
53179,RegiSoft,,,,,,,,Computer Software,11-50 employees
,TEOCO (TTI Telecom),,,,,,,,,
,Experis Israel,,,,,,,,,
,MIT Israel,,,,,,,,,
,Yael Software,,,,,,,,,
,Bank of Jerusalem,,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
146194,Midlink Computing,,,,,,,http://www.midlink.co.il,Computer Software,11-50 employees
,Opisoft,,,,,,,,,
,Ortal Human Resources,,,,,,,,,
,PicoParts LTD,,,,,,,,,
,TTI Telecom,,,,,,,,,
,Emblaze System,,,,,,,,,
,SSA Global,,,,,,,,,
,Tel-Aviv University,,,,,,,,,
,Supportspace,,,,,,,,,
,Migdal Group,,,,,,,,,
,Aluna (Tangram Soft),,,,,,,,,
165193,Nielsen Online,,,,,,,,Market Research,"10,001+ employees"
,Mondi Neusiedler - AIPM,,,,,,,,,
,Strauss Water Ltd.,,,,,,,,,
,IDI Ventures LTD,,,,,,,,,
,CPS JOBS,,,,,,,,,
1134524,Paradigma-hr,,,,,,,http://www.paradigma-hr.co.il,Human Resources,1-10 employees
,FiftyOne Global Ecommerce,,,,,,,,,
,TesTEAM,,,,,,,,,
,JFrog Ltd,,,,,,,,,
,Enure Networks,,,,,,,,,
,Muzicall,,,,,,,,,
,Optus Australia,,,,,,,,,
,VidMind,,,,,,,,,
,Tufin Technologies,,,,,,,,,
,Tradenet Group,,,,,,,,,
,ICQ Ltd.,,,,,,,,,
,Datavance / SNCF,,,,,,,,,
,Correlsense,,,,,,,,,
,Intlock,,,,,,,,,
,Malam Team,,,,,,,,,
,Tadiran Telecom,,,,,,,,,
,C.D.I. Systems,,,,,,,,,
,Avaya,,,,,,,,,
131047,Peroon,,,,,,,,Computer Software,11-50 employees
,ips,,,,,,,,,
,Retalix Ltd,,,,,,,,,
,db@net Ltd.,,,,,,,,,
,CIS Networking & Citadel consulting,,,,,,,,,
981390,PROLOGIC,,,,,,,http://www.prologic.co.il,Computer & Network Security,11-50 employees
1830103,Israeli Ministry of Justice,,,,,,,,,
,Avnet Information Security & Risk Managment,,,,,,,,,
,IDIT,,,,,,,,,
,Jinni,,,,,,,,,
,Oracle Botswana,,,,,,,,,
,Oracle South Africa,,,,,,,,,
,Accenture South Africa,,,,,,,,,
,ZinQMedia (R&D Media),,,,,,,,,
,Intensity,,,,,,,,,
,Ocean Relocation,,,,,,,,,
,debby raz,,,,,,,,,
,Fundtech,,,,,,,,,
,"AlphaCSP, JEE/Java Developer at Isracard",,,,,,,,,
,"AlphaCSP, Software Developer at Coral.",,,,,,,,,
,"Sparta Systems, Inc.",,,,,,,,,
,Bezeq The Israel Telecommunication Corp.,,,,,,,,,
,Strategy Runner,,,,,,,,,
,iPass,,,,,,,,,
,TelRad,,,,,,,,,
49531,Mediagate,,,,,,,,Telecommunications,11-50 employees
,Barak Capital,,,,,,,,,
,AlphaCSP Israel,,,,,,,,,
63108,Direct Insurance,,,,,,,,Insurance,201-500 employees
,smartApps software solutions,,,,,,,,,
,Blue Phoenix,,,,,,,,,
81333,Danshir,,,,,,,,Computer Software,51-200 employees
,Visa CAL Israel (ICC),,,,,,,,,
,partner communication,,,,,,,,,
,Partner Communications Ltd.,,,,,,,,,
100481,Eshed,,,,,,,,Management Consulting,51-200 employees
,Appoxee,,,,,,,,,
,"Comverse, Innovations Lab",,,,,,,,,
,Nimbuzz,,,,,,,,,
,Taproot Foundation,,,,,,,,,
,haifa university,,,,,,,,,
,Computrade,,,,,,,,,
,AlphaCSP /Bank Hapoalim,,,,,,,,,
,Surecomp,,,,,,,,,
,Hermon Labs,,,,,,,,,
,Meida Shivuki C I,,,,,,,,,
,ezBlox,,,,,,,,,
,ICAP,,,,,,,,,
,Tikal,,,,,,,,,
112880,CyberServe,,,,,,,,Internet,11-50 employees
,JFrog Ltd.,,,,,,,,,
,Attunity,,,,,,,,,
,partner communication ltd,,,,,,,,,
1906926,Shavit Software,,,,,,,http://,Staffing and Recruiting,
,Jungo,,,,,,,,,
,Axerra Networks,,,,,,,,,
,MOST Technologies Ltd,,,,,,,,,
,Sapiens,,,,,,,,,
,Union Bank,,,,,,,,,
425128,2Lead,,,,,,,http://www.2lead.co.il/,Human Resources,1-10 employees
,ICANO Technologies Ltd.,,,,,,,,,
269952,LIAM ONE1,,,,,,,http://www.one1.co.il,Computer Software,11-50 employees
151709,AppCell Systems Ltd.,,,,,,,,Telecommunications,1-10 employees
,BEA Systems Inc.,,,,,,,,,
,SPL,,,,,,,,,
,SPL Software,,,,,,,,,
,partner communications ltd,,,,,,,,,
,SysAid Technologies Ltd.,,,,,,,,,
,Wondernet LTD.,,,,,,,,,
,QPoint Technologies,,,,,,,,,
,Link Technology Vietnam,,,,,,,,,
1419790,procxima LTD,,,,,,,http://,Information Technology and Services,
16724,Comsoft,5 Pirotska Str.,,Sofia,Sofia,,Bulgaria,http://www.comsoft.bg,Information Technology and Services,11-50 employees
,YIT - Yedioth Information Technolog,,,,,,,,,
,Pelephone Communications,,,,,,,,,
,Telrad Networks,,,,,,,,,
32069,Kidum,,,,,,,,Education Management,201-500 employees
,Ericsson,,,,,,,,,
,Partner,,,,,,,,,
,Orbotech,,,,,,,,,
,iPhSoft,,,,,,,,,
,Qualitest,,,,,,,,,
,MainNet,,,,,,,,,
,Amdocs Israel,,,,,,,,,
,NetVision Ltd.,,,,,,,,,
,Texas A&M University,,,,,,,,,
,FiftyOne,,,,,,,,,
,Simulation Software and Technology,,,,,,,,,
,SESAMi Pte Ltd,,,,,,,,,
949386,Argentra Pte Ltd,,,,,,,http://www.argentra.com,Information Technology and Services,11-50 employees
,Comverse Technologies,,,,,,,,,
93330,MedSim,,,,,,,,Medical Devices,11-50 employees
93330,MedSim,,,,,,,,Medical Devices,11-50 employees
,Power Paper,,,,,,,,,
,Agent Video Intelligence,,,,,,,,,
,General Motors Israel,,,,,,,,,
,Bezeq International (Israeli Telco company),,,,,,,,,
,Kav HaDorot,,,,,,,,,
,Makaru,,,,,,,,,
24883,AxisMobile,,,,,,,,Telecommunications,11-50 employees
,Infosense GlobalSolution,,,,,,,,,
,eWave do Brasil,,,,,,,,,
,BMC Software (As a contractor from AlphaCSP),,,,,,,,,
,Matrix Solutions,,,,,,,,,
,GAV Systems (Ness Technologies),,,,,,,,,
,Traiana,,,,,,,,,
,BlueSnap,,,,,,,,,
,Log-On@Retalix,,,,,,,,,
,Trivnet LTD,,,,,,,,,
,Trinity Software & Beyond Ltd.,,,,,,,,,
,Mobimate,,,,,,,,,
,Netalizer,,,,,,,,,
,GRsee,,,,,,,,,
8969,HP Enterprise Services,hgjfghfgfdgdfghdfhdgh,,ghfghfghfgh,,,United States,http://www.nnn.com,Hospital & Health Care,"10,001+ employees"
,Partner Communications,,,,,,,,,
,Bouygues,,,,,,,,,
,SGT,,,,,,,,,
,pery - Rent A Car,,,,,,,,,
145374,Medtechnica,,,,,,,,Medical Devices,
1518306,Amot Investments Ltd.,,,,,,,http://www.amot.co.il,Real Estate,
1761619,Trabelsy & Co.,,,,,,,http://,Management Consulting,
,"Terracotta, a Software AG company",,,,,,,,,
,Reactivity (acquired by Cisco),,,,,,,,,
6962,Ascend Communications,,,,,,,,Telecommunications,1001-5000 employees
2125617,WatchText,,,,,,,http://,Internet,
